Year,Industry_Section,Industry,Accident_Kind,Total_NonFatal,Specified_Injuries,Over7Day_Injuries,Pct_Total,Pct_Specified,Pct_Over7Day,Severity,Year_Clean,Industry_Short
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Exposure to fire,8,1,7,[k],[k],[k],Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Exposure to an explosion,1,0,1,[k],0,[k],Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Contact with electricity or electrical discharge,7,2,5,[k],[k],[k],Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Injured by an animal,6,0,6,[k],0,[k],Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Acts of violence,9,4,5,[k],[k],[k],Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],E,"Water supply; sewerage, waste management and remediation activities",Other kind of accident,145,22,123,0.07,0.04,0.09,Non-Fatal,2021/22,"Water supply; sewerage, waste management and remed"
2021/22 [Note 10],F,Construction,Contact with moving machinery,298,78,220,0.07,0.05,0.08,Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,"Struck by moving, including flying/falling, object",516,211,305,0.12,0.13,0.12,Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Struck by moving vehicle,79,38,41,0.02,0.02,0.02,Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Strike against something fixed or stationary,123,29,94,0.03,0.02,0.04,Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,"Injured while handling, lifting or carrying",775,121,654,0.18,0.08,0.25,Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,"Slips, trips or falls on same level",1052,464,588,0.25,0.29,0.22,Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Falls from a height,831,528,303,0.2,0.34,0.11,Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Trapped by something collapsing/overturning,28,20,8,[k],0.01,[k],Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,"Exposure to, or contact with, a harmful substance",50,5,45,0.01,[k],0.02,Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Exposure to fire,11,1,10,[k],[k],[k],Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Exposure to an explosion,4,1,3,[k],[k],[k],Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Contact with electricity or electrical discharge,23,3,20,[k],[k],[k],Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Injured by an animal,10,0,10,[k],0,[k],Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Acts of violence,15,5,10,[k],[k],[k],Non-Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Other kind of accident,408,70,338,0.1,0.04,0.13,Non-Fatal,2021/22,Construction
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Contact with moving machinery,104,27,77,0.01,0.01,0.01,Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Struck by moving, including flying/falling, object",1377,250,1127,0.18,0.13,0.2,Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Struck by moving vehicle,242,56,186,0.03,0.03,0.03,Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Strike against something fixed or stationary,301,73,228,0.04,0.04,0.04,Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Injured while handling, lifting or carrying",1494,158,1336,0.2,0.08,0.24,Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Slips, trips or falls on same level",2643,988,1655,0.35,0.5,0.3,Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Falls from a height,531,287,244,0.07,0.15,0.04,Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Trapped by something collapsing/overturning,19,7,12,[k],[k],[k],Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Exposure to, or contact with, a harmful substance",31,3,28,[k],[k],[k],Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Exposure to fire,18,3,15,[k],[k],[k],Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Exposure to an explosion,6,1,5,[k],[k],[k],Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Contact with electricity or electrical discharge,12,1,11,[k],[k],[k],Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Injured by an animal,21,2,19,[k],[k],[k],Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Acts of violence,218,48,170,0.03,0.02,0.03,Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Other kind of accident,479,63,416,0.06,0.03,0.08,Non-Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],H,Transportation and storage [Note 2],Contact with moving machinery,134,28,106,0.02,0.01,0.02,Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],"Struck by moving, including flying/falling, object",1018,204,814,0.13,0.11,0.14,Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],Struck by moving vehicle,480,121,359,0.06,0.06,0.06,Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],Strike against something fixed or stationary,435,92,343,0.06,0.05,0.06,Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],"Injured while handling, lifting or carrying",1707,91,1616,0.22,0.05,0.27,Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],"Slips, trips or falls on same level",2513,831,1682,0.32,0.44,0.28,Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],Falls from a height,843,433,410,0.11,0.23,0.07,Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],Trapped by something collapsing/overturning,31,9,22,[k],[k],[k],Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],"Exposure to, or contact with, a harmful substance",33,5,28,[k],[k],[k],Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],Exposure to fire,5,1,4,[k],[k],[k],Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],Exposure to an explosion,2,1,1,[k],[k],[k],Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],Contact with electricity or electrical discharge,3,0,3,[k],0,[k],Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],Injured by an animal,79,2,77,[k],[k],0.01,Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],Acts of violence,80,18,62,0.01,[k],0.01,Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],H,Transportation and storage [Note 2],Other kind of accident,544,65,479,0.07,0.03,0.08,Non-Fatal,2021/22,Transportation and storage [Note 2]
2021/22 [Note 10],I,Accommodation and food service activities,Contact with moving machinery,47,8,39,0.01,[k],0.02,Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,"Struck by moving, including flying/falling, object",302,75,227,0.08,0.07,0.09,Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Struck by moving vehicle,41,11,30,0.01,0.01,0.01,Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Strike against something fixed or stationary,97,24,73,0.03,0.02,0.03,Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,"Injured while handling, lifting or carrying",510,57,453,0.14,0.05,0.17,Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,"Slips, trips or falls on same level",1277,573,704,0.35,0.53,0.27,Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Falls from a height,284,136,148,0.08,0.13,0.06,Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Trapped by something collapsing/overturning,9,6,3,[k],[k],[k],Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Drowning or asphyxiation,1,1,0,[k],[k],0,Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,"Exposure to, or contact with, a harmful substance",98,21,77,0.03,0.02,0.03,Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Exposure to fire,13,6,7,[k],[k],[k],Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Exposure to an explosion,1,0,1,[k],0,[k],Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Contact with electricity or electrical discharge,15,1,14,[k],[k],[k],Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Injured by an animal,10,0,10,[k],0,[k],Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Acts of violence,98,42,56,0.03,0.04,0.02,Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Other kind of accident,876,120,756,0.24,0.11,0.29,Non-Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Contact with moving machinery,92,21,71,0.04,0.03,0.04,Non-Fatal,2021/22,Information and communication; financial and insur
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Struck by moving, including flying/falling, object",225,54,171,0.09,0.07,0.1,Non-Fatal,2021/22,Information and communication; financial and insur
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Struck by moving vehicle,31,12,19,0.01,0.01,0.01,Non-Fatal,2021/22,Information and communication; financial and insur
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Strike against something fixed or stationary,88,28,60,0.03,0.03,0.03,Non-Fatal,2021/22,Information and communication; financial and insur
