Year,Industry_Section,Industry,Accident_Kind,Fatal_Workers,Fatal_Employees,Fatal_SelfEmployed,Severity,Year_Clean,Industry_Short
2021/22 [Note 10],F,Construction,Trapped by something collapsing/overturning,3,3,0,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Drowning or asphyxiation,1,1,0,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Exposure to fire,0,0,0,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Exposure to an explosion,0,0,0,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Contact with electricity or electrical discharge,6,4,2,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Injured by an animal,0,0,0,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Acts of violence,0,0,0,Fatal,2021/22,Construction
2021/22 [Note 10],F,Construction,Other kind of accident,0,0,0,Fatal,2021/22,Construction
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Contact with moving machinery,0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Struck by moving, including flying/falling, object",1,1,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Struck by moving vehicle,4,2,2,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Strike against something fixed or stationary,0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Injured while handling, lifting or carrying",0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Slips, trips or falls on same level",0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Falls from a height,3,3,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Trapped by something collapsing/overturning,3,1,2,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Drowning or asphyxiation,0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Exposure to fire,0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Exposure to an explosion,0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Contact with electricity or electrical discharge,0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Injured by an animal,0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Acts of violence,0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],G,Wholesale and retail trade; repair of motor vehicles and motorcycles,Other kind of accident,0,0,0,Fatal,2021/22,Wholesale and retail trade; repair of motor vehicl
2021/22 [Note 10],H,Transportation and storage [Note 9],Contact with moving machinery,3,3,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],"Struck by moving, including flying/falling, object",2,2,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],Struck by moving vehicle,4,4,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],Strike against something fixed or stationary,0,0,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],"Injured while handling, lifting or carrying",0,0,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],"Slips, trips or falls on same level",0,0,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],Falls from a height,3,3,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],Trapped by something collapsing/overturning,2,1,1,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],Drowning or asphyxiation,0,0,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],Exposure to fire,0,0,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],Exposure to an explosion,0,0,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],Contact with electricity or electrical discharge,1,1,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],Injured by an animal,0,0,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],Acts of violence,1,1,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],H,Transportation and storage [Note 9],Other kind of accident,0,0,0,Fatal,2021/22,Transportation and storage [Note 9]
2021/22 [Note 10],I,Accommodation and food service activities,Contact with moving machinery,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,"Struck by moving, including flying/falling, object",0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Struck by moving vehicle,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Strike against something fixed or stationary,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,"Injured while handling, lifting or carrying",0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,"Slips, trips or falls on same level",0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Falls from a height,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Trapped by something collapsing/overturning,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Drowning or asphyxiation,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,"Exposure to, or contact with, a harmful substance",0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Exposure to fire,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Exposure to an explosion,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Contact with electricity or electrical discharge,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Injured by an animal,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Acts of violence,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],I,Accommodation and food service activities,Other kind of accident,0,0,0,Fatal,2021/22,Accommodation and food service activities
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Contact with moving machinery,2,2,0,Fatal,2021/22,Information and communication; financial and insur
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Struck by moving, including flying/falling, object",6,3,3,Fatal,2021/22,Information and communication; financial and insur
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Struck by moving vehicle,1,1,0,Fatal,2021/22,Information and communication; financial and insur
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Strike against something fixed or stationary,0,0,0,Fatal,2021/22,Information and communication; financial and insur
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Injured while handling, lifting or carrying",0,0,0,Fatal,2021/22,Information and communication; financial and insur
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","Slips, trips or falls on same level",0,0,0,Fatal,2021/22,Information and communication; financial and insur
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Falls from a height,2,1,1,Fatal,2021/22,Information and communication; financial and insur
2021/22 [Note 10],J-N,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Trapped by something collapsing/overturning,0,0,0,Fatal,2021/22,Information and communication; financial and insur
